period flag,EQ,Social_Search_Impressions,Social_Search_Working_cost,Digital_Impressions,Digital_Working_cost,Print_Impressions.Ads40,Print_Working_Cost.Ads50,OOH_Impressions,OOH_Working_Cost,SOS_pct,Digital_Impressions_pct,CCFOT,Median_Temp,Median_Rainfall,Fuel_Price,Inflation,Trade_Invest,Brand_Equity,Avg_EQ_Price,Any_Promo_pct_ACV,Any_Feat_pct_ACV,Any_Disp_pct_ACV,EQ_Base_Price,Est_ACV_Selling,pct_ACV,Avg_no_of_Items,pct_PromoMarketDollars_Category,RPI_Category,Magazine_Impressions_pct,TV_GRP,Competitor1_RPI,Competitor2_RPI,Competitor3_RPI,Competitor4_RPI,EQ_Category,EQ_Subcategory,pct_PromoMarketDollars_Subcategory,RPI_Subcategory,year
12,387.44385321686497,17886580.42857143,65028.0,7680540.714285715,230980.7142857143,200277.07142857142,92804.14285714286,418403856.35714287,1517737.5714285714,24.214285714285715,23.892857142857142,54.535714285714285,61.392857142857146,0.5912817857142858,8.457499999999998,0.06626539285714286,5492.071428571428,43.171428571428564,50.94142857142857,8.137142857142857,4.036785714285714,1.915964285714286,1.5555714285714288,548565312.75,27.718928571428574,2.5544892857142862,0.20534214285714286,41.65128571428572,51.24357142857143,30.937499999999996,105.96500000000002,39.242857142857154,46.010000000000005,69.7875,6120241.178571428,557626.1428571428,0.2442892857142857,41.22642857142856,1983.0
13,1038.2297683799418,20192009.32142857,56111.17857142857,6355395.0,247828.5357142857,176016.10714285713,94413.42857142857,493961916.5,2065638.607142857,23.892857142857142,23.714285714285715,57.92857142857143,54.607142857142854,0.5348589285714286,8.5775,0.07028742857142856,4658.75,43.14464285714285,51.268214285714286,8.389571428571427,3.586428571428572,2.7505357142857143,1.5868571428571425,649588144.1071428,30.381071428571424,2.584896428571428,0.22460750000000004,40.79796428571429,51.94428571428573,28.181428571428587,105.07535714285714,39.23035714285715,46.152857142857144,71.5507142857143,5749353.714285715,534054.6071428572,0.23977142857142858,40.81071428571429,1983.0
14,773.9761141408915,21790532.214285713,58420.892857142855,5370937.285714285,205960.2142857143,206766.89285714287,104574.82142857143,466943612.39285713,2037610.5,25.107142857142858,20.25,51.67857142857143,51.5,0.46669821428571423,8.73307142857143,0.07164771428571427,6612.178571428572,43.30821428571428,52.26785714285713,7.4754999999999985,3.721071428571429,2.177142857142857,1.563178571428571,593541839.0714285,31.35749999999999,2.5558142857142854,0.19148750000000003,41.70807142857143,48.657857142857154,29.221785714285712,107.04678571428572,37.79857142857144,46.22571428571427,70.92892857142859,7590148.535714285,587166.2142857143,0.20757499999999998,39.986071428571414,1984.0
15,565.999599899653,20014832.5,66114.67857142857,6677871.714285715,227048.60714285713,194752.85714285713,100573.78571428571,491810714.21428573,2153679.4285714286,17.785714285714285,27.571428571428573,61.607142857142854,51.964285714285715,0.4466449999999999,8.571071428571429,0.06745114285714286,6007.607142857143,43.12999999999999,51.82714285714287,8.04267857142857,3.581428571428572,2.441714285714286,1.5434285714285711,614111428.5357143,28.530714285714286,2.5579821428571425,0.22154071428571426,40.47489285714287,54.20178571428573,25.002857142857145,106.20321428571427,38.10285714285715,46.07107142857143,70.48107142857143,6836078.107142857,528449.6785714285,0.22638571428571425,40.575714285714284,1984.0
16,281.53661534732686,17702209.17857143,67635.28571428571,5825483.392857143,218241.9642857143,212271.42857142858,85441.57142857143,438030861.8214286,1887432.0,25.821428571428573,26.142857142857142,57.82142857142857,51.25,0.47937964285714274,8.759642857142858,0.055212535714285714,5083.821428571428,43.216785714285706,51.42285714285714,8.336357142857144,4.174285714285714,2.0717857142857143,1.5619999999999998,632187015.6428572,31.354999999999997,2.589396428571429,0.206235,40.90682142857143,47.2325,27.728928571428575,104.48678571428572,39.53464285714286,46.5057142857143,69.85749999999997,6322202.178571428,502969.21428571426,0.2047571428571429,39.815,1984.0
17,624.8206705976337,20463395.714285713,67441.35714285714,7218991.607142857,222559.2857142857,222882.0357142857,98036.5,333512565.4285714,1836324.4642857143,27.035714285714285,23.464285714285715,55.607142857142854,50.5,0.5094285714285716,8.512928571428573,0.0604824642857143,4531.035714285715,43.09892857142857,52.25821428571429,8.290107142857142,3.5371428571428565,2.4990714285714284,1.5424285714285717,572776836.7142857,29.457142857142856,2.5897928571428572,0.2317342857142857,40.57096428571429,51.35857142857143,29.26642857142857,106.30571428571429,37.673571428571435,46.258571428571436,68.69892857142857,7266468.642857143,587860.0714285715,0.20813571428571426,39.57357142857143,1984.0
18,705.8904145284523,19591892.714285713,58933.392857142855,5593904.178571428,253405.2142857143,200046.10714285713,92182.32142857143,431891929.35714287,1955161.3214285714,22.464285714285715,34.035714285714285,54.892857142857146,54.857142857142854,0.4405053571428571,8.401499999999999,0.07540735714285715,5414.285714285715,43.16357142857142,51.557142857142864,7.192250000000001,4.236071428571429,2.389178571428572,1.5655,607046921.3928572,30.947142857142854,2.5750535714285716,0.21001642857142858,40.11149999999999,54.95285714285715,26.926071428571426,107.74178571428573,37.02214285714286,46.74392857142856,69.20321428571428,7676553.107142857,558625.0,0.19685714285714284,39.784642857142856,1984.0
19,521.0527340818468,17381154.14285714,66303.53571428571,6372035.75,245814.4642857143,192714.39285714287,105355.10714285714,431001600.9285714,2057485.607142857,21.785714285714285,25.75,58.17857142857143,53.535714285714285,0.5447614285714285,8.438857142857144,0.058018499999999994,5674.142857142857,43.29678571428571,50.98714285714287,8.68542857142857,4.060357142857144,2.1334642857142856,1.566,532552612.5,32.77178571428572,2.582446428571429,0.20959678571428572,40.59575000000001,47.804285714285705,27.79178571428572,108.04535714285714,39.158214285714294,45.96321428571428,71.40392857142858,6112223.678571428,588890.6428571428,0.22115357142857148,39.21607142857143,1984.0
20,492.4055556880523,20828558.5,59394.42857142857,6375330.428571428,216255.64285714287,187412.64285714287,100905.39285714286,405971888.60714287,1484952.6785714286,25.714285714285715,24.75,61.642857142857146,57.0,0.39196142857142846,8.614571428571429,0.06358675000000001,6524.535714285715,43.2375,50.89535714285716,9.062142857142858,3.8846428571428575,2.8018571428571426,1.531892857142857,628768096.5,27.175357142857145,2.55845,0.22036357142857138,41.39314285714287,49.42535714285714,29.008571428571422,105.02749999999999,38.13285714285714,45.74392857142857,70.60107142857144,6310231.214285715,558618.6071428572,0.23735714285714285,40.28071428571429,1984.0
21,1012.662448567057,20499119.89285714,62368.607142857145,6913900.892857143,222716.82142857142,207226.85714285713,112917.21428571429,556585930.8571428,1771672.142857143,22.857142857142858,25.714285714285715,67.32142857142857,56.642857142857146,0.567982142857143,8.699642857142857,0.07001100000000002,5042.928571428572,43.29785714285715,53.66928571428573,10.463142857142856,3.827142857142857,2.275892857142858,1.5766071428571429,638740728.1785715,29.96571428571428,2.67085,0.23147964285714293,40.37942857142859,54.46714285714285,29.582857142857144,106.82071428571427,38.98678571428571,47.04428571428571,69.76392857142858,6950612.107142857,525578.7857142857,0.22739999999999996,41.73357142857144,1984.0
22,475.6854959415423,17150800.964285713,57361.96428571428,7060347.821428572,203857.92857142858,188431.82142857142,108612.10714285714,397694710.35714287,1974863.7142857143,28.071428571428573,27.642857142857142,64.28571428571429,52.535714285714285,0.4985342857142857,8.532999999999998,0.07159707142857143,5250.178571428572,43.26678571428571,51.133571428571436,7.0733928571428555,3.718928571428571,2.055142857142857,1.5262142857142857,664943483.7142857,31.15464285714285,2.568196428571429,0.2191885714285715,40.37467857142857,49.44250000000001,28.994285714285716,106.94035714285714,38.2025,46.05857142857143,68.74857142857142,7121031.071428572,536189.1785714285,0.21078571428571435,41.50821428571428,1984.0
23,525.3243212993568,20194656.82142857,62210.17857142857,5484371.321428572,213130.10714285713,192700.60714285713,98749.53571428571,432183095.5714286,2013641.107142857,26.5,25.25,52.357142857142854,51.32142857142857,0.53376,8.587535714285712,0.06360789285714287,6295.964285714285,43.058571428571426,50.3217857142857,7.169285714285716,3.648214285714286,2.262857142857144,1.5508214285714286,656702301.8214285,31.058571428571433,2.5074142857142854,0.22271464285714285,39.524642857142844,53.13000000000001,30.113571428571426,107.0357142857143,38.512499999999996,46.30107142857143,70.56428571428572,6205910.0,584510.9642857143,0.20772142857142858,39.873928571428564,1984.0
24,597.2120072639236,19711430.60714286,61593.21428571428,6788365.107142857,177956.92857142858,181570.42857142858,82700.96428571429,428506387.14285713,1925959.75,24.142857142857142,25.357142857142858,55.107142857142854,56.142857142857146,0.5313996428571428,8.739785714285713,0.07272439285714286,5612.642857142857,43.35392857142858,50.54964285714285,7.9782857142857155,3.9332142857142856,2.486321428571429,1.5703571428571426,482163557.78571427,29.98928571428571,2.5241642857142854,0.21058749999999996,40.80396428571428,52.833571428571425,32.17642857142858,107.24857142857141,39.122142857142855,46.26357142857143,70.25785714285713,6644066.071428572,522496.0,0.22547857142857142,39.22857142857142,1984.0
25,889.9451423709472,18177951.07142857,59727.892857142855,6936017.035714285,233188.35714285713,228802.39285714287,83831.5,466566166.28571427,2189973.964285714,27.035714285714285,27.571428571428573,53.67857142857143,52.357142857142854,0.5087882142857143,8.655821428571427,0.067998,6084.964285714285,43.19,52.01928571428572,7.820535714285716,4.174999999999999,2.330535714285715,1.5324642857142856,593432691.25,31.721428571428568,2.5900821428571428,0.2557125,40.97185714285714,49.71142857142858,29.690714285714282,107.71892857142856,38.33035714285713,46.43928571428571,70.66464285714287,6794338.321428572,547783.4285714285,0.2232892857142857,38.794642857142854,1984.0
26,980.8331513831461,23020037.14285714,62983.892857142855,6890873.107142857,251671.0357142857,168389.14285714287,107098.78571428571,459800395.5,1527208.2142857143,24.928571428571427,22.25,54.32142857142857,57.57142857142857,0.5831653571428571,8.531071428571428,0.08000303571428571,5749.035714285715,43.15964285714286,51.416785714285716,9.456857142857142,4.029642857142858,2.13325,1.5316428571428575,558305167.1785715,31.106785714285717,2.5076785714285714,0.1942225,39.59907142857143,49.40999999999999,28.133928571428562,105.97214285714286,38.556428571428576,45.636071428571434,70.53285714285714,7622853.25,551615.25,0.19990714285714287,40.797142857142866,1984.0
27,593.8228264695634,20798355.32142857,69358.53571428571,6909840.5,233554.92857142858,177742.0,93619.14285714286,450410508.71428573,2104251.5,23.607142857142858,21.964285714285715,59.714285714285715,56.285714285714285,0.5397767857142857,8.56039285714286,0.0654242142857143,5492.178571428572,43.09464285714286,50.901428571428575,9.035464285714285,3.978214285714285,2.201071428571429,1.5634642857142858,560385340.2857143,26.308928571428574,2.5398999999999994,0.20304285714285714,39.60939285714286,51.641785714285724,29.690357142857142,107.00071428571425,37.76214285714286,46.00392857142857,70.595,7308932.535714285,591893.9642857143,0.22094285714285727,39.61285714285715,1985.0
28,1004.3545285146148,21458887.85714286,68499.42857142857,6751361.357142857,231186.42857142858,173190.32142857142,98952.42857142857,439432499.28571427,2304607.3214285714,25.214285714285715,25.642857142857142,58.035714285714285,52.107142857142854,0.5438160714285714,8.458642857142856,0.07277100000000002,4642.535714285715,43.28357142857143,50.15000000000001,10.00592857142857,3.8367857142857145,1.748464285714286,1.5270714285714286,649801323.6071428,29.957500000000003,2.533878571428571,0.2650457142857142,39.709357142857144,45.22892857142856,29.976785714285715,106.43642857142856,37.99392857142857,47.040000000000006,69.96607142857144,6903379.75,568010.8928571428,0.22769642857142855,40.24321428571428,1985.0
29,739.934458843091,17830982.82142857,68741.39285714286,7298777.107142857,231641.0357142857,187617.25,103859.78571428571,459226533.21428573,2073345.6785714286,23.321428571428573,21.178571428571427,59.857142857142854,58.392857142857146,0.4827707142857144,8.52592857142857,0.08524560714285714,5202.464285714285,43.38035714285714,51.45428571428572,9.117607142857143,4.088214285714286,2.040964285714286,1.5881785714285712,528049747.0714286,28.47107142857143,2.6083250000000002,0.23745571428571427,40.97803571428572,48.47107142857143,29.58071428571429,105.99500000000002,38.41142857142858,46.65107142857143,67.73964285714285,6003533.107142857,518482.78571428574,0.21826428571428574,41.40071428571428,1985.0
30,823.4074295477743,21244057.32142857,64215.5,5494987.785714285,185438.60714285713,189709.9642857143,96976.21428571429,492748141.14285713,2176031.714285714,23.928571428571427,21.678571428571427,62.82142857142857,56.535714285714285,0.48106928571428575,8.435357142857141,0.07105625,5258.321428571428,43.23142857142857,51.560714285714276,8.620357142857143,3.5496428571428575,1.9763928571428573,1.5428214285714288,561524417.25,28.78107142857143,2.5218249999999998,0.24257214285714282,39.934464285714284,49.068214285714284,25.053928571428575,106.95678571428573,36.78142857142858,46.626785714285695,70.92714285714287,7089324.321428572,537104.1428571428,0.21696785714285718,39.02285714285715,1985.0
31,1691.3238404518452,18432036.714285713,75193.28571428571,8062545.607142857,206028.07142857142,203742.64285714287,95777.42857142857,365054697.6785714,2190330.0,23.714285714285715,17.928571428571427,61.25,60.285714285714285,0.5801921428571427,8.520642857142857,0.07215174999999999,6018.142857142857,43.02928571428571,49.40035714285714,7.7985357142857135,3.7835714285714297,2.440428571428572,1.5738571428571428,572233414.2857143,29.808214285714286,2.533664285714285,0.2613435714285715,41.28789285714286,45.05392857142858,30.61428571428572,107.01392857142855,38.4375,45.86571428571428,70.93607142857142,7793688.857142857,602399.6428571428,0.22428571428571425,41.063928571428576,1985.0
32,330.061784687443,22227341.57142857,54957.607142857145,5890173.178571428,266847.96428571426,194156.14285714287,80503.21428571429,491329319.21428573,2004217.357142857,22.678571428571427,21.857142857142858,48.07142857142857,58.5,0.39387071428571424,8.39375,0.061352928571428565,5522.142857142857,43.199642857142855,50.0875,8.130392857142859,3.868928571428571,2.1519285714285714,1.540071428571429,508781584.3214286,30.885357142857146,2.5289428571428574,0.2250417857142857,41.16989285714287,46.191071428571426,26.296785714285715,107.51321428571428,39.254642857142855,45.89214285714285,72.33464285714284,7027473.75,533997.2857142857,0.23086785714285712,40.39428571428572,1985.0
33,329.71374073503966,20042636.785714287,65191.607142857145,6889112.857142857,197029.67857142858,201609.07142857142,106875.39285714286,476048937.89285713,2345814.8571428573,27.357142857142858,27.285714285714285,55.857142857142854,53.535714285714285,0.45353714285714286,8.565714285714288,0.054040464285714296,5368.821428571428,43.30000000000001,52.955714285714286,8.629107142857146,3.5410714285714286,1.9669642857142855,1.554392857142857,556631674.3214285,31.720357142857143,2.6064964285714285,0.19683857142857145,41.431178571428575,50.796428571428585,30.552142857142865,105.63678571428571,38.838928571428575,46.39142857142856,70.61892857142857,7197119.107142857,586235.8928571428,0.22236428571428563,41.99357142857142,1985.0
34,912.3695485302748,19394875.42857143,59331.57142857143,7155477.678571428,243603.39285714287,196072.17857142858,88494.89285714286,505354890.8214286,1758554.2857142857,24.535714285714285,20.107142857142858,54.142857142857146,53.75,0.6072664285714284,8.460785714285716,0.07009307142857145,5451.607142857143,43.19857142857143,50.627500000000005,8.49017857142857,4.033214285714286,2.171178571428572,1.540357142857143,638880095.7142857,29.357499999999995,2.565439285714286,0.19061,40.57539285714286,52.690357142857145,27.412857142857145,105.34714285714286,38.57392857142856,45.480000000000004,68.65642857142856,6617510.714285715,575608.8214285715,0.2231321428571429,40.24142857142857,1985.0
35,786.8858032870855,19004473.67857143,55977.75,7497621.214285715,186686.35714285713,191041.25,84872.75,465697975.60714287,2128224.1428571427,25.0,25.857142857142858,50.642857142857146,57.464285714285715,0.5126039285714286,8.429428571428572,0.07320632142857143,4563.321428571428,43.169285714285714,51.59714285714286,9.579321428571427,4.008214285714285,2.0736428571428576,1.5468214285714283,562130354.5714285,28.888928571428572,2.544457142857144,0.23466000000000004,40.228249999999996,49.518571428571434,29.05142857142857,106.59250000000002,38.877142857142864,46.475,70.5442857142857,6292967.928571428,513780.14285714284,0.22406785714285715,39.01607142857143,1985.0
36,624.4659531544104,20372192.285714287,59955.46428571428,6958642.0,203737.42857142858,192974.82142857142,103925.25,497144782.1785714,1846330.25,23.785714285714285,24.928571428571427,60.0,56.392857142857146,0.4746110714285715,8.596785714285714,0.06244835714285713,4698.285714285715,43.37071428571429,51.2482142857143,6.88975,4.130714285714285,2.3145357142857144,1.5347857142857142,563363534.2142857,30.08071428571429,2.517928571428572,0.19629428571428575,39.55807142857144,42.58749999999999,29.67178571428571,104.98785714285712,38.731785714285714,46.653571428571446,73.38000000000001,7172502.214285715,510495.75,0.2362535714285714,38.9925,1985.0
37,595.6032075788393,20208104.89285714,69753.28571428571,6918063.142857143,210960.4642857143,214549.7857142857,80933.42857142857,487081472.60714287,2167370.3571428573,26.214285714285715,24.928571428571427,53.535714285714285,53.964285714285715,0.4493360714285715,8.40125,0.071933,5532.928571428572,43.24142857142857,51.199642857142855,8.035250000000001,4.049285714285715,2.6044285714285715,1.527892857142857,641657263.6428572,28.877499999999998,2.546753571428571,0.21065750000000003,40.32267857142857,53.134642857142865,29.986428571428565,106.76071428571429,39.14928571428572,45.681428571428576,70.62107142857143,6168610.642857143,501218.39285714284,0.19970714285714286,40.23964285714285,1985.0
38,1254.840203620194,18296697.07142857,65037.392857142855,5605429.214285715,194758.7857142857,216278.14285714287,84013.71428571429,402403414.1785714,1900077.5,26.785714285714285,25.035714285714285,56.214285714285715,52.464285714285715,0.5858532142857144,8.280357142857145,0.07260875,6823.75,43.29607142857144,50.902857142857144,7.745678571428572,3.8232142857142852,2.0111785714285713,1.5367857142857144,595006770.2857143,28.118928571428565,2.5939571428571426,0.26435035714285715,41.08496428571429,51.443571428571424,26.835357142857138,105.73607142857144,38.62214285714286,46.15642857142858,71.39892857142857,7151911.857142857,531184.5357142857,0.22198928571428575,38.45535714285715,1985.0
39,283.6410371334523,18557334.14285714,65313.28571428572,7301292.821428572,229243.75,226536.5357142857,98639.67857142857,489352594.53571427,1887020.75,26.0,27.035714285714285,58.464285714285715,55.607142857142854,0.4191460714285714,8.492499999999998,0.07767092857142856,5365.321428571428,43.1275,49.97642857142858,8.82917857142857,3.9828571428571444,2.1841785714285713,1.5350714285714286,545874950.1785715,29.175,2.552342857142857,0.21879000000000004,40.824357142857146,46.90321428571429,32.158928571428575,106.93928571428572,40.497857142857136,46.323214285714286,69.86821428571429,5687185.107142857,531484.2142857143,0.2094357142857143,40.9417857142857,1985.0
40,585.1203248935973,17133616.89285714,68728.28571428571,6039609.678571428,179784.82142857142,207395.57142857142,95604.78571428571,376949849.14285713,1954211.142857143,29.107142857142858,24.428571428571427,51.82142857142857,58.25,0.5143724999999999,8.409571428571427,0.06920042857142858,6080.535714285715,43.0225,49.82750000000001,8.841214285714285,4.047142857142857,1.8124642857142856,1.5303928571428573,528508144.46428573,30.065714285714296,2.559428571428572,0.24095928571428574,40.426607142857144,50.70392857142856,29.354285714285712,103.60892857142856,37.98357142857143,46.598214285714285,68.89071428571428,6287992.714285715,559516.1071428572,0.2138678571428572,39.596785714285716,1986.0
41,468.8513458085476,19294927.25,60765.392857142855,6334561.071428572,200225.57142857142,196593.14285714287,101049.92857142857,487942401.5714286,1974504.857142857,25.285714285714285,27.464285714285715,56.0,60.107142857142854,0.4675664285714286,8.898928571428572,0.06759024999999999,5219.428571428572,43.067857142857136,52.35178571428572,9.249714285714287,3.7625,2.1125000000000003,1.5278214285714284,547971372.0357143,29.673928571428576,2.5409285714285725,0.19005142857142857,41.03839285714285,48.9175,29.32928571428571,107.13428571428571,39.012499999999996,46.46678571428572,68.36500000000002,8151110.035714285,493779.85714285716,0.25532857142857146,39.708928571428565,1986.0
42,358.0988862697295,19565197.89285714,60710.892857142855,7496822.571428572,205724.82142857142,198158.75,94359.46428571429,442493978.21428573,2111576.1428571427,24.107142857142858,26.142857142857142,51.25,58.32142857142857,0.526445,8.417,0.06995571428571429,5108.357142857143,43.37142857142857,53.66428571428571,8.313500000000001,3.9010714285714285,1.9868214285714287,1.561428571428571,564739423.25,30.09607142857143,2.590664285714286,0.2209528571428571,39.870999999999995,52.91142857142858,27.5875,105.38535714285715,38.55428571428571,46.011428571428574,72.12785714285714,6468114.892857143,541522.6428571428,0.20526071428571427,40.525,1986.0
